OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
173,2007,CA,CDF,BEU,PINEY,002370,2007/07/01 00:00:00+00,2007/07/01 00:00:00+00,7,,50,49.41501236,6,1,00000000
174,2007,CA,CDF,BEU,ROSA,00003543,2007/08/30 00:00:00+00,2007/08/30 00:00:00+00,1,,20,19.03348351,6,1,00000000
175,2007,CA,CDF,BEU,OAK,00003420,2007/08/24 00:00:00+00,2007/08/24 00:00:00+00,2,,13,18.52166939,6,1,00000000
176,2007,CA,BLM,NOD,POT HOLE,00003146,2007/07/11 00:00:00+00,2007/07/12 00:00:00+00,1, ,13.8,13.79044342,1,1,00003146
177,2007,CA,BLM,BBD,BAILEY,00002293,1970/01/01 00:00:00+00,2007/07/22 00:00:00+00,14, ,53.3,53.44631195,1,1,00002293
178,2007,CA,BLM,CDD,WRIGHT,00010034,2007/10/06 00:00:00+00,2007/10/06 00:00:00+00,9, ,31,31.31121445,1,1,00010034
179,2007,CA,BLM,CDD,FREMONT ,00HUDH9X,1970/01/01 00:00:00+00,2007/06/18 00:00:00+00,9, ,31,31.79748726,1,1,00HUDH9X
180,2007,CA,BLM,CDD,BORDER 26,00007450,2007/07/07 00:00:00+00,2007/07/08 00:00:00+00,4,GPSed by CAL FIRE,11,10.16931343,1,1,00007450
181,2007,CA,BLM,NOD,BULL,00000599,2007/02/17 00:00:00+00,2007/02/18 00:00:00+00,1, ,169,168.81552124,1,1,00000599
182,2007,CA,BLM,NOD,CHICK,00006858,2007/08/29 00:00:00+00,2007/08/29 00:00:00+00,14,Also known as the Clear Fire #2.,20,8.78085804,1,1,00006858
183,2007,CA,BLM,NOD,SPRING,00003388,2007/05/19 00:00:00+00,2007/05/19 00:00:00+00,14, ,30,49.25747681,1,1,00003388
184,2007,CA,BLM,BBD,LITTLE,00002844,2007/03/22 00:00:00+00,1970/01/01 00:00:00+00,9, ,,66.9023056,,1,00002844
185,2007,CA,BLM,BBD,CONWAY,00000836,2007/07/15 00:00:00+00,1970/01/01 00:00:00+00,1,Fire perimeter info collected:Trimble GEO XT Differentially Corrected,,89.10194397,,1,00000836
186,2007,CA,BLM,CDD,INKOPAH,00006518,2007/06/05 00:00:00+00,2007/06/08 00:00:00+00,4, ,1118,698.97198486,1,1,00006518
187,2007,CA,BLM,BBD,YOKHOL,00007016,2007/07/15 00:00:00+00,1970/01/01 00:00:00+00,14,Data was provided without projection file assumed nad 83.,,77.20322418,,1,00007016
188,2007,CA,BLM,BBD,CANYON,00001568,2007/07/23 00:00:00+00,2007/06/24 00:00:00+00,9, ,84.7,84.72374725,1,1,00001568
189,2007,CA,BLM,CDD,DAWSON,00040815,2007/05/08 00:00:00+00,2007/05/08 00:00:00+00,9, ,960,960.72967529,2,1,00040815
190,2007,CA,BLM,CDD,ALTA MESA,00009422,2007/09/14 00:00:00+00,1970/01/01 00:00:00+00,9,Perimeter mapped by AA310,,70.1841507,,1,00009422
191,2007,CA,BLM,CDD,BARRETT,00009741,2007/09/24 00:00:00+00,2007/09/24 00:00:00+00,11, ,21,21.03023911,6,1,00009441
192,2007,CA,BLM,CDD,KINGSTON#1,00008854,2007/08/26 00:00:00+00,2007/08/31 00:00:00+00,1, ,187,186.809021,2,1,00008854
193,2007,CA,CDF,FKU,POWER HOUSE,00009029,2007/08/18 00:00:00+00,2007/08/19 00:00:00+00,10,,45,45.79953003,2,1,00009029
194,2007,CA,CDF,LNU,LIBERTY,00003912,2007/06/15 00:00:00+00,2007/06/15 00:00:00+00,4,,3.5,3.42831111,1,1,00000000
195,2007,CA,CDF,LNU,HIGHWAY,00003408,2007/05/30 00:00:00+00,2007/05/30 00:00:00+00,2,,40,34.53307343,5,1,00000000
196,2007,CA,CDF,LNU,SONOMA,00006449,2007/08/31 00:00:00+00,2007/08/31 00:00:00+00,2,,14,13.87301731,1,1,00000000
197,2007,CA,CDF,LNU,GRADE 2,00004839,2007/07/11 00:00:00+00,2007/07/11 00:00:00+00,14,,100,59.80390167,6,1,00000000
198,2007,CA,CDF,LNU,ARMSTRONG,00004306,2007/06/27 00:00:00+00,2007/06/27 00:00:00+00,7,,27,24.25038719,6,1,00000000
199,2007,CA,CDF,MEU,CLARK,00005592,2007/07/28 00:00:00+00,2007/07/28 00:00:00+00,10,,47,46.99129105,2,1,00005592
200,2007,CA,CDF,NEU,AUBURN,00012946,2007/06/23 00:00:00+00,2007/06/23 00:00:00+00,7,,,20.99044418,1,1,00000000
201,2007,CA,LRA,NEU,PRAIRIE,00013431,2007/06/28 00:00:00+00,2007/06/28 00:00:00+00,7,,,72.23044586,1,1,00000000
202,2007,CA,CDF,NEU,GARDEN,00021981,2007/10/07 00:00:00+00,2007/10/07 00:00:00+00,2,,,146.03269958,1,1,00000000
203,2007,CA,LRA,NEU,PHILLIPS,00015109,2007/07/16 00:00:00+00,2007/07/16 00:00:00+00,2,Roseville City (CARSV5433)fire that burnt into Sched A DPA,,935.63195801,1,1,00000000
204,2007,CA,LRA,NEU,SOUTH BEALE,00023109,2007/10/23 00:00:00+00,2007/10/23 00:00:00+00,6,Threat to SRA & FRA,,194.88526917,1,1,00000000
205,2007,CA,CDF,NEU,SPENCEVILLE,00017628,2007/08/15 00:00:00+00,2007/08/15 00:00:00+00,14,,,31.35009384,1,1,00000000
206,2007,CA,CDF,NEU,VALLEY,00014224,2007/07/06 00:00:00+00,2007/07/06 00:00:00+00,7,,,69.97616577,1,1,00000000
207,2007,CA,CDF,NEU,LOMA RICA /  LA PORTE ,00016982,2007/08/07 00:00:00+00,2007/08/07 00:00:00+00,7,,,10.32569122,1,1,00000000
208,2007,CA,CDF,NEU,WALDO 2,00019650,2007/09/07 00:00:00+00,2007/09/07 00:00:00+00,7,,,38.74840546,1,1,00000000
209,2007,CA,CDF,NEU,WALDO,00012873,2007/06/22 00:00:00+00,2007/06/22 00:00:00+00,2,,,16.193367,1,1,00000000
210,2007,CA,USF,TMU,WASHOE,00000038,2007/08/18 00:00:00+00,2007/08/18 00:00:00+00,9,"TMU DPA, AEU dispatch, but falls within NEU",20,19.81333923,1,1,00000038
211,2007,CA,CDF,NEU,WILSON,00007290,2007/04/09 00:00:00+00,2007/04/09 00:00:00+00,5,,,10.5715723,1,1,00000000
212,2007,CA,LRA,NEU,BASELINE,00020991,2007/09/24 00:00:00+00,2007/09/24 00:00:00+00,14,,,13.97687531,1,1,00000000
213,2007,CA,CDF,RRU,ALESSANDRO,00019979,2007/03/04 00:00:00+00,2007/03/04 00:00:00+00,14,,680,860.08740234,7,1,00000000
214,2007,CA,CDF,RRU,STRAW,00007466,2007/12/03 00:00:00+00,2007/12/03 00:00:00+00,14,,43,42.576931,7,1,00000000
215,2007,CA,CDF,RRU,SIERRA,00022254,2007/03/11 00:00:00+00,2007/03/12 00:00:00+00,14,,1044,777.51403809,7,1,00000000
216,2007,CA,CDF,SCU,LICK,00005214,2007/09/03 00:00:00+00,2007/09/15 00:00:00+00,5,,47760,47748.2734375,2,1,00000000
217,2007,CA,CDF,SCU,STEVENS,00005123,2007/08/30 00:00:00+00,2007/09/09 00:00:00+00,11,,151,166.15496826,2,1,00000000
218,2007,CA,CDF,SHU,POWER,00005201,2007/07/10 00:00:00+00,2007/07/12 00:00:00+00,14,Power Incident (FIRE_NAME would not accept input),1000,919.19946289,6,1,00000000
219,2007,CA,CDF,SHU,HATCHET,00006356,2007/08/13 00:00:00+00,2007/08/14 00:00:00+00,2,Hatchet Incident (FIRE_NAME would not accept input) WITH SPOT,12,11.32678604,1,1,00000000
220,2007,CA,CDF,SHU,SILVER,00004394,2007/06/17 00:00:00+00,2007/06/17 00:00:00+00,2,Silver Incident (FIRE_NAME would not accept input),75,110.62501526,1,1,00000000
221,2007,CA,CDF,SHU,CLEAR,00004778,2007/06/29 00:00:00+00,2007/06/29 00:00:00+00,7,Total acreage was 188 but only 47 acres was on BLM land.,176,176.67118835,1,1,00000000
222,2007,CA,CDF,SKU,WEED ,SKU03705,2007/08/06 00:00:00+00,2007/08/06 00:00:00+00,4,ABANDON CAMP FIRE,53,53.96681213,1,1,00000000
223,2007,CA,CDF,SKU,SECERT,SKU03160,2007/07/11 00:00:00+00,2007/07/12 00:00:00+00,1,LIGHTNING,228,210.91105652,1,1,00000000
224,2007,CA,CDF,SKU,BEAR,0SKU3868,2007/08/13 00:00:00+00,2007/08/18 00:00:00+00,2,HOT-SAW USE,841,840.8371582,1,1,00000000
225,2007,CA,CDF,SKU,FALL,SKU02531,2007/06/13 00:00:00+00,2007/06/13 00:00:00+00,5,ESCAPE CONTROL BURN,14,14.3759861,1,1,00000000
226,2007,CA,CDF,SKU,BRAZIE,SKU00336,2007/01/25 00:00:00+00,2007/01/25 00:00:00+00,5,ESCAPE CONTROL BURN,5,5.7481575,1,1,00000000
227,2007,CA,CDF,SKU,GIRARD,0SKU5166,2007/10/23 00:00:00+00,2007/10/23 00:00:00+00,5,ESCAPE CONTROL BURN,13,13.89543056,1,1,00000000
228,2007,CA,CDF,SKU,OKLAHOMA,0SKU3215,2007/07/12 00:00:00+00,2007/07/12 00:00:00+00,1,Lightning,32,30.41293335,6,1,00000000
229,2007,CA,CDF,SKU,REYNOLDS,0SKU3501,2007/07/27 00:00:00+00,2007/07/27 00:00:00+00,2,CHOP-SAW USE,15,16.67489433,1,1,00000000
230,2007,CA,CDF,SLU,RYAN,00000371,2007/01/15 00:00:00+00,2007/01/15 00:00:00+00,5,,40,15.01484203,1,1,00000000
231,2007,CA,CDF,SLU,ODONOVAN,00003280,2007/05/07 00:00:00+00,2007/05/07 00:00:00+00,2,,45,45.85565948,1,1,00000000
232,2007,CA,CDF,SLU,CUESTA,00003363,2007/05/10 00:00:00+00,2007/05/10 00:00:00+00,2,,,44.71152878,1,1,00000000
233,2007,CA,CDF,SLU,BITTER,00003722,2007/05/22 00:00:00+00,2007/05/22 00:00:00+00,14,,25,26.07637596,1,1,00000000
234,2007,CA,CDF,SLU,CAL POLY,00004852,2007/06/30 00:00:00+00,2007/06/30 00:00:00+00,8,,2,45.71973419,1,1,00000000
235,2007,CA,CDF,SLU,JOHNSON,00005884,2007/08/01 00:00:00+00,2007/08/01 00:00:00+00,11,,12,13.12520599,1,1,00000000
236,2007,CA,CDF,SLU,ADELADIA,00004917,2007/08/01 00:00:00+00,2007/08/01 00:00:00+00,2,,10,16.18213081,1,1,00000000
237,2007,CA,CDF,SLU,CUESTA 2,00006403,2007/08/19 00:00:00+00,2007/08/19 00:00:00+00,2,,20,16.54518318,1,1,00000000
238,2007,CA,CDF,SLU,RANCH,00006509,2007/08/23 00:00:00+00,2007/08/23 00:00:00+00,14,,58400,12.77973843,1,1,00000000
239,2007,CA,CDF,SLU,POZO,00006682,2007/08/30 00:00:00+00,2007/08/30 00:00:00+00,1,,22,19.97120667,1,1,00000000
240,2007,CA,CDF,SLU,MORRO,00007061,2007/09/12 00:00:00+00,2007/09/12 00:00:00+00,11,,14,12.73619461,1,1,00000000
241,2007,CA,CDF,SLU,POLY / A-4 7,00007753,2007/09/10 00:00:00+00,2007/09/12 00:00:00+00,14,,60,55.68728256,1,1,00000000
242,2007,CA,CDF,SLU,GRADE,00009164,2007/12/03 00:00:00+00,2007/12/03 00:00:00+00,2,,97,97.13124847,1,1,00000000
243,2007,CA,CDF,SLU,DIABLO,00000338,2007/01/16 00:00:00+00,2007/01/16 00:00:00+00,15,,,332.3626709,1,1,00000000
244,2007,CA,CDF,TCU,MURRAY,00004493,2007/05/25 00:00:00+00,2007/05/26 00:00:00+00,5,,110,102.86721802,1,1,00000331
245,2007,CA,CDF,TCU,DUNTON,00004883,2007/06/04 00:00:00+00,2007/06/04 00:00:00+00,2,,208,208.2366333,1,1,00000371
246,2007,CA,CDF,TCU,SHELL,00005881,2007/07/02 00:00:00+00,2007/07/03 00:00:00+00,14,,100,101.42255402,1,1,00000470
247,2007,CA,CDF,TCU,GASSNER,00006680,2007/07/21 00:00:00+00,2007/07/21 00:00:00+00,14,,230,228.9826355,1,1,00000550
248,2007,CA,CDF,TCU,GOLDEN,00007615,2007/08/16 00:00:00+00,2007/08/17 00:00:00+00,10,main fire,66,65.62988281,1,1,00000652
249,2007,CA,CDF,TCU,ORVIS,00007609,2007/08/16 00:00:00+00,2007/08/16 00:00:00+00,10,,540,534.9831543,1,1,00000651
250,2007,CA,CDF,TCU,ITALIAN,00007830,2007/08/22 00:00:00+00,2007/08/28 00:00:00+00,14,20090305,102,102.28025818,1,1,00000666
251,2007,CA,CDF,TCU,SHELLEY,00008668,2007/09/15 00:00:00+00,2007/09/15 00:00:00+00,2,"total swag perimeter, drawn 5 months later, Feb '08",104,103.75456238,6,1,00000746
252,2007,CA,CDF,TGU,"CONNER, W",00004489,2007/06/28 00:00:00+00,2007/06/28 00:00:00+00,2,Grass,446,456.79925537,1,1,00010094
253,2007,CA,CDF,TGU,DYE,00004063,2007/06/13 00:00:00+00,2007/06/13 00:00:00+00,4,Grass,387,386.44869995,1,1,00000056
254,2007,CA,CDF,TGU,LYMAN,00007946,2007/11/07 00:00:00+00,2007/11/07 00:00:00+00,14,Timber,20,18.75990486,6,1,00000145
255,2007,CA,CDF,TUU,HORSE,00057010,2007/05/28 00:00:00+00,2007/05/30 00:00:00+00,7,,410,434.78903198,1,1,00000000
256,2007,CA,CDF,TUU,SHANNON,00059400,2007/06/03 00:00:00+00,2007/06/04 00:00:00+00,2,,2140,2140.99926758,2,1,00000000
257,2007,CA,USF,MDF,BACKSCATTER,00000039,2007/07/10 00:00:00+00,2007/07/10 00:00:00+00,1, ,91,68.51701355,1,1,00000039
258,2007,CA,USF,MNF,BARTLETT 2,00000023,2007/09/11 00:00:00+00,2007/09/11 00:00:00+00,9, ,37,36.44078827,8,1,00000023
259,2007,CA,USF,SRF,BEAR,00000020,2007/07/11 00:00:00+00,2007/07/12 00:00:00+00,1, ,10,9.87355232,7,1,00000020
260,2007,CA,USF,INF,BERNASCONI,00000001,2007/04/12 00:00:00+00,2007/04/12 00:00:00+00,4, ,50,50.22721481,1,1,00000001
261,2007,CA,USF,MDF,BLACK,00000033,2007/07/10 00:00:00+00,2007/07/10 00:00:00+00,1, ,75,74.38043976,1,1,00000033
262,2007,CA,USF,SHF,BOLLI,00000034,2007/05/01 00:00:00+00,2007/05/27 00:00:00+00,5, ,730,728.84320068,2,1,00000034
263,2007,CA,CCO,LAC,BUCKWEED,00000167,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,8,LACo # 232185,38356,38347.47265625,2,1,00000167
264,2007,CA,USF,TNF,CALPINE,00000025,2007/06/23 00:00:00+00,2007/06/28 00:00:00+00,5, ,50,45.81102371,1,1,00000025
265,2007,CA,USF,SHF,CHIPMUNK,00000087,2007/08/30 00:00:00+00,2007/09/02 00:00:00+00,1, ,10,8.33889675,1,1,00000087
266,2007,CA,USF,KNF,CLEAR,00000088,2007/07/10 00:00:00+00,2007/08/04 00:00:00+00,1,Part of the Elk Complex,38,37.96029663,7,1,00000088
267,2007,CA,USF,MNF,SLIDES,00000006,2007/06/19 00:00:00+00,2007/06/19 00:00:00+00,9, ,12,11.94097614,7,1,00000006
268,2007,CA,USF,BDF,SNOW,00000118,2007/08/20 00:00:00+00,2007/08/21 00:00:00+00,1, ,100,100.15796661,1,1,00000118
269,2007,CA,USF,SNF,SOURCE,00000052,2007/08/26 00:00:00+00,2007/08/28 00:00:00+00,1, ,12,12.57433128,7,1,00000052
270,2007,CA,USF,MNF,SUGARLAOF,00000014,2007/08/29 00:00:00+00,2007/09/11 00:00:00+00,1,part of Yolla Bolly complex,100,102.34708405,7,1,00000014
271,2007,CA,USF,SNF,TRIMMER,00000006,2007/05/25 00:00:00+00,2007/05/26 00:00:00+00,9, ,186,193.51095581,6,1,00000006
272,2007,CA,USF,SHF,TURN,00000065,2007/07/25 00:00:00+00,2007/07/25 00:00:00+00,2, ,10,8.83071899,1,1,00000065
273,2007,CA,USF,MNF,VANN,00000009,2007/07/13 00:00:00+00,2007/07/14 00:00:00+00,9, ,56,55.82624054,7,1,00000009
274,2007,CA,USF,SQF,VISTA,00000041,2007/08/22 00:00:00+00,2007/08/24 00:00:00+00,4, ,200,420.31787109,1,1,00000041
275,2007,CA,USF,SHF,WALLOW,00000082,2007/08/29 00:00:00+00,2007/09/08 00:00:00+00,2, ,1440,1438.38586426,2,1,00000082
276,2007,CA,CDF,MVU,WITCH,00000082,2007/10/21 00:00:00+00,2007/10/31 00:00:00+00,9, ,197990,162070.46875,7,1,00000082
277,2007,CA,CDF,SBC,ZACA,00000020,2007/07/04 00:00:00+00,2007/09/02 00:00:00+00,2, ,240207,240358.703125,7,1,00000020
278,2007,CA,USF,PNF,BABCOCK PEAK,00000056,2007/07/05 00:00:00+00,2007/07/06 00:00:00+00,1,Part of the Antelope Complex,400,406.54782104,8,1,00000056
279,2007,CA,USF,ANF,CAPRA,00000088,2007/07/15 00:00:00+00,2007/07/15 00:00:00+00,2, ,20,20.4175415,6,1,00000088
280,2007,CA,USF,BDF,CEDAR,00000104,2007/08/12 00:00:00+00,2007/08/12 00:00:00+00,9, ,30,29.60556221,8,1,00000104
281,2007,CA,USF,KNF,CHERRY,00000069,2007/08/29 00:00:00+00,2007/09/08 00:00:00+00,1, ,95,101.00019073,6,1,00000069
282,2007,CA,USF,ENF,CLOVER 2,00000046,2007/08/28 00:00:00+00,2007/09/26 00:00:00+00,1,,30,20.16118813,1,2,00000046
283,2007,CA,USF,LNF,CABLE,00000044,2007/09/05 00:00:00+00,2007/09/07 00:00:00+00,1, ,12,12.57714653,1,1,00000044
284,2007,CA,USF,PNF,DAVIS,00000055,2007/07/05 00:00:00+00,2007/07/06 00:00:00+00,1,Part of the Antelope Complex,31,30.26693535,8,1,00000055
285,2007,CA,USF,ANF,LAGO,00000071,2007/07/01 00:00:00+00,2007/07/01 00:00:00+00,2, ,47,46.93208313,6,1,00000071
286,2007,CA,USF,TNF,LINDSEY,00000087,2007/09/09 00:00:00+00,2007/09/12 00:00:00+00,4, ,17,23.71273613,6,1,00000087
287,2007,CA,USF,ANF,LOWE,00000116,2007/08/26 00:00:00+00,2007/08/26 00:00:00+00,9, ,14,14.32774162,6,1,00000116
288,2007,CA,USF,ANF,RIDGE,00000029,2007/04/06 00:00:00+00,2007/04/06 00:00:00+00,1, ,45,44.9054985,6,1,00000029
289,2007,CA,USF,BDF,ROUSE,00000054,2007/06/18 00:00:00+00,2007/06/19 00:00:00+00,9, ,30,46.79036713,8,1,00000054
290,2007,CA,USF,ANF,VEHICLE,00000098,2007/08/03 00:00:00+00,2007/08/03 00:00:00+00,2, ,25,24.90016174,6,1,00000098
291,2007,CA,USF,PNF,WHEELER,00000053,2007/07/05 00:00:00+00,2007/07/21 00:00:00+00,1,Part of the Antelope Complex,22906,22331.92382813,8,1,00000053
292,2007,CA,USF,PNF,PAST,00000091,2007/08/19 00:00:00+00,2007/08/19 00:00:00+00,9, ,89,84.9594574,8,1,00000091
293,2007,CA,USF,BDF,BUTLER #2,00000158,2007/09/14 00:00:00+00,2007/12/31 00:00:00+00,9, ,14039,13736.27050781,8,1,00000158
294,2007,CA,USF,BDF,CAJON,00000168,2007/10/22 00:00:00+00,2007/10/23 00:00:00+00,9,,250,256.54153442,6,1,00000168
295,2007,CA,USF,KNF,KING CREEK,00000032,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00,1,"Part of the Elk Complex, Total Cost 18,600,000",10617,10477.37890625,7,1,00000032
296,2007,CA,USF,KNF,LITTLE GRIDER,00000031,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00,1,"Part of the Elk Complex, Total Cost 18,600,000",2171,2172.78076172,7,1,00000031
297,2007,CA,USF,KNF,TITUS,00000057,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00,1,"Part of the Elk Complex, Total Cost 18,600,000",2043,2177.28466797,7,1,00000057
298,2007,CA,USF,KNF,TOM MARTIN,00000044,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00,1,"Part of the Elk Complex, Total Cost 18,600,000",31,31.2879715,7,1,00000044
299,2007,CA,USF,KNF,WINGATE,00000056,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00,1,Part of the Elk Complex,916,931.98980713,7,1,00000056
300,2007,CA,USF,BDF,RAILROAD,00000034,2007/05/23 00:00:00+00,2007/05/23 00:00:00+00,6,,80,84.63570404,6,1,00000034
301,2007,CA,USF,BDF,RAILDOAD 2,00000035,2007/05/24 00:00:00+00,2007/05/24 00:00:00+00,6,,10,13.73251152,6,1,00000035
302,2007,CA,USF,BDF,SHOOTING,00000043,2007/06/03 00:00:00+00,2007/06/03 00:00:00+00,9,,13,14.96726799,6,1,00000043
303,2007,CA,USF,SNF,ROCK,00000051,2007/08/26 00:00:00+00,2007/09/01 00:00:00+00,1,,96,85.73098755,1,1,00000051
304,2007,CA,USF,SRF,RODGE,00000008,2007/06/16 00:00:00+00,2007/06/17 00:00:00+00,7, ,9,9.25723457,1,1,00000008
305,2007,CA,USF,PNF,CLIFTON,00000012,2007/05/10 00:00:00+00,2007/05/11 00:00:00+00,5, ,67,77.27326202,8,1,00000012
306,2007,CA,USF,MDF,TIONESTA,00000002,2007/03/07 00:00:00+00,2007/03/13 00:00:00+00,4, ,20,19.63062668,1,1,00000002
307,2007,CA,USF,LPF,MINE,00000031,2007/08/29 00:00:00+00,2007/08/30 00:00:00+00,1, ,39,40.20030975,3,1,00000031
308,2007,CA,USF,LPF,RANCH,00000018,2007/06/30 00:00:00+00,2007/07/01 00:00:00+00,9, ,478,394.06637573,3,1,00000018
309,2007,CA,USF,LPF,RIVER,00000041,2007/11/29 00:00:00+00,2007/11/29 00:00:00+00,9, ,12,11.64179802,1,1,00000041
310,2007,CA,USF,LPF,SKINNER,00000014,2007/05/27 00:00:00+00,2007/05/30 00:00:00+00,9, ,18,18.1262989,1,1,00000014
311,2007,CA,CDF,RRU,DAILY,00066244,2007/07/29 00:00:00+00,2007/07/29 00:00:00+00,14,,200,224.31750488,7,1,00000000
312,2007,CA,CDF,SHU,YOLLA,00002963,2007/04/30 00:00:00+00,2007/04/30 00:00:00+00,14,,50,56.65719986,6,1,00000088
313,2007,CA,CDF,SHU,WHITMORE 3,00008179,2007/10/09 00:00:00+00,2007/10/09 00:00:00+00,2,,44,43.37598419,1,1,00000000
314,2007,CA,USF,LPF,TORRI,00000040,2007/11/08 00:00:00+00,2007/11/10 00:00:00+00,9, ,44,19.52058792,1,1,00000040
315,2007,CA,USF,INF,JUNE,00000026,2007/07/10 00:00:00+00,2007/07/16 00:00:00+00,1, ,682,679.61218262,1,1,00000026
316,2007,CA,USF,MDF,LOOKOUT,00003031,2007/06/07 00:00:00+00,2007/06/07 00:00:00+00,1,,,73.04321289,1,1,00000000
317,2007,CA,CDF,MVU,HARRIS 2,00010427,2007/10/21 00:00:00+00,2007/11/02 00:00:00+00,14, ,,90728.328125,3,1,00000000
318,2007,CA,USF,STF,INGALLS,,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00,5,20090305,15,18.24593735,6,1,00000075
319,2007,CA,USF,STF,BUMMER,,2007/07/24 00:00:00+00,2007/07/25 00:00:00+00,1,20090305,50,60.40991974,1,1,00000032
320,2007,CA,USF,STF,DOME2,,2007/08/10 00:00:00+00,2007/08/10 00:00:00+00,2,20090305,120,137.63342285,6,1,00000044
321,2007,CA,USF,STF,NIAGARA,,2007/08/09 00:00:00+00,2007/08/09 00:00:00+00,4,20090305,161,161.38528442,1,1,00000043
322,2007,CA,USF,STF,JUPITER,,2007/10/28 00:00:00+00,2007/11/02 00:00:00+00,5,20090305,13,13.40213299,6,1,00000078
323,2005,CA,BLM,BBD,FLUME,00001725,2005/07/03 00:00:00+00,2005/07/03 00:00:00+00,8,,12,10.17533779,1,1,00001725
324,2005,CA,BLM,BBD,SIXTH,00002083,2005/07/12 00:00:00+00,2005/07/12 00:00:00+00,14,,74,73.53339386,1,1,00002083
325,2005,CA,BLM,BBD,AERA,00002621,2005/08/16 00:00:00+00,2005/08/16 00:00:00+00,11,,12,10.18142223,6,1,00002621
326,2005,CA,BLM,BBD,EAGLE,00002712,2005/08/23 00:00:00+00,2005/08/24 00:00:00+00,1,,70,69.65048981,1,1,00002712
327,2005,CA,BLM,BBD,WELLS,00002761,2005/08/27 00:00:00+00,2005/08/28 00:00:00+00,1,,120,120.20633698,2,1,00002761
328,2005,CA,BLM,BBD,PENO BLANC,0000B31Y,2005/08/07 00:00:00+00,2005/08/07 00:00:00+00,2,,50,49.64883423,6,1,0000B31Y
329,2005,CA,BLM,BBD,SANDRIDGE,0000B3CK,2005/08/04 00:00:00+00,2005/08/04 00:00:00+00,14,,18,18.63072586,6,1,0000B3CK
330,2005,CA,BLM,BBD,CREEKSIDE,0000B4AD,2005/08/12 00:00:00+00,2005/08/12 00:00:00+00,8,,23,23.03329086,1,1,0000B4AD
331,2005,CA,BLM,BBD,CARSON,0000B6M9,2005/09/10 00:00:00+00,2005/09/10 00:00:00+00,2,,12,12.13924408,6,1,0000B6M9
332,2005,CA,BLM,BBD,PENN,0000BWC2,2005/06/25 00:00:00+00,2005/06/25 00:00:00+00,11,,60,60.7712326,6,1,0000BWC2
333,2005,CA,BLM,BBD,MARSHES,0000BXY8,2005/07/01 00:00:00+00,2005/07/01 00:00:00+00,11,,21,76.29789734,1,1,0000BXY8
334,2005,CA,BLM,BBD,GOLDEN,00162386,2005/08/05 00:00:00+00,2005/08/05 00:00:00+00,2,,74.8,74.76079559,2,1,00162386
335,2005,CA,BLM,CDD,RECHE,00021599,2005/06/29 00:00:00+00,2005/06/29 00:00:00+00,14,,9,9.16563225,1,1,00021599
336,2005,CA,CDF,BDU,PIONEER,00006148,2005/06/19 00:00:00+00,2005/06/20 00:00:00+00,14,,1876,1877.53869629,2,1,00006148
337,2005,CA,BLM,CDD,OPAL,00005588,2005/05/29 00:00:00+00,2005/05/29 00:00:00+00,14,,135,131.08139038,1,1,00005588
338,2005,CA,BLM,CDD,GRASSHOPPER,00006058,2005/06/12 00:00:00+00,2005/06/12 00:00:00+00,2,,185,180.5606842,1,1,00006058
339,2005,CA,BLM,CDD,I-40,00006630,2005/06/30 00:00:00+00,2005/06/30 00:00:00+00,14,,40.1,40.82242584,1,1,00006630
340,2005,CA,BLM,CDD,CLIPPER2,00006682,2005/07/02 00:00:00+00,2005/07/02 00:00:00+00,14,,58,57.51639557,1,1,00006682
341,2005,CA,BLM,CDD,INTERSTATE,00006728,2005/07/02 00:00:00+00,2005/07/02 00:00:00+00,1,,40,39.89290619,1,1,00006728
342,2005,CA,BLM,CDD,CECIL 2,00006902,2005/06/28 00:00:00+00,2005/06/28 00:00:00+00,14,,48,65.12800598,2,1,00006902
343,2005,CA,BLM,CDD,CHINA LAKE,0000B031,2005/07/18 00:00:00+00,2005/07/24 00:00:00+00,16,,10350,10357.56835938,2,1,0000B031
344,2005,CA,BLM,CDD,SEGS,0000B05E,2005/07/19 00:00:00+00,2005/07/19 00:00:00+00,1,,300,191.77009583,1,1,0000B05E
345,2005,CA,CDF,MVU,PROCTOR,00005758,2005/07/23 00:00:00+00,2005/07/23 00:00:00+00,1,,107,112.75541687,1,1,00000507
346,2005,CA,BLM,CDD,MOJAVE,0000B3V4,2005/08/08 00:00:00+00,2005/08/11 00:00:00+00,1,,53,48.65248489,1,1,0000B3V4
347,2005,CA,BLM,CDD,EL MIRAGE,0000B5A9,2005/08/27 00:00:00+00,2005/08/27 00:00:00+00,1,,20,34.75328064,1,1,0000B5A9
